module	Compound	kME_module
turquoise	Dapk3	0.47
turquoise	Gm14322	0.47
turquoise	Wiz	0.47
turquoise	Metap2	0.47
turquoise	Vps72	0.47
turquoise	Slc39a6	0.47
turquoise	Gin1	0.47
turquoise	Cacfd1	0.47
turquoise	Ndufab1	0.47
turquoise	Ubap1	0.47
turquoise	Dtwd1	0.47
turquoise	Cdc14b	0.47
turquoise	Mpdu1	0.47
turquoise	Mxd1	0.47
turquoise	Poldip3	0.47
turquoise	Nfkbiz	0.47
turquoise	Mir6992	0.47
turquoise	Usp1	0.47
turquoise	U90926	0.47
turquoise	Iah1	0.47
turquoise	Ift52	0.47
turquoise	Tk2	0.47
turquoise	Suox	0.47
turquoise	Pknox1	0.47
turquoise	Elf2	0.47
turquoise	Snord82	0.47
turquoise	Elavl1	0.47
turquoise	Ppp3cb	0.47
turquoise	Gsto1	0.47
turquoise	Gstz1	0.47
turquoise	Tmem177	0.47
turquoise	Spry2	0.47
turquoise	6030443J06Rik	0.47
turquoise	Tex16	0.47
turquoise	Snap29	0.47
turquoise	Gm14420	0.47
turquoise	Zfp518a	0.46
turquoise	Eif2ak4	0.46
turquoise	Zfand2a	0.46
turquoise	Ccdc91	0.46
turquoise	Fam220a	0.46
turquoise	Snx14	0.46
turquoise	Smarcb1	0.46
turquoise	Zfp951	0.46
turquoise	Cep57	0.46
turquoise	Slc25a20	0.46
turquoise	2610044O15Rik8	0.46
turquoise	Znrd1as	0.46
turquoise	Pqbp1	0.46
turquoise	Loh12cr1	0.46
turquoise	Specc1l	0.46
turquoise	Trim36	0.46
turquoise	Gm19710	0.46
turquoise	Taf7	0.46
turquoise	Tsnax	0.46
turquoise	Odc1	0.46
turquoise	Ssbp3	0.46
turquoise	Gm10509	0.46
turquoise	Acot8	0.46
turquoise	9330136K24Rik	0.46
turquoise	Tmem128	0.46
turquoise	Pdha1	0.46
turquoise	Zfp235	0.46
turquoise	Cdc20	0.46
turquoise	Mob4	0.46
turquoise	Cyth2	0.46
turquoise	Zfp868	0.46
turquoise	Bahd1	0.46
turquoise	Nap1l1	0.46
turquoise	Prim2	0.46
turquoise	Nkx6-2	0.46
turquoise	Kbtbd8	0.46
turquoise	Becn1	0.46
turquoise	BC052040	0.46
turquoise	Zcchc8	0.46
turquoise	Tmem138	0.45
turquoise	Fam184a	0.45
turquoise	Rab26os	0.45
turquoise	9130023H24Rik	0.45
turquoise	Snx5	0.45
turquoise	Rslcan18	0.45
turquoise	Foxk2	0.45
turquoise	Bnip1	0.45
turquoise	Atp5s	0.45
turquoise	Gphn	0.45
turquoise	BC037034	0.45
turquoise	Trdmt1	0.45
turquoise	Oxsm	0.45
turquoise	Zfp930	0.45
turquoise	Rufy1	0.45
turquoise	Nhp2l1	0.45
turquoise	Btf3l4	0.45
turquoise	Arhgap44	0.45
turquoise	2310047M10Rik	0.45
turquoise	Jund	0.45
turquoise	Coq10a	0.45
turquoise	Kctd2	0.45
turquoise	Slc35d1	0.45
turquoise	Brd1	0.45
turquoise	Cltb	0.45
turquoise	Vcl	0.45
turquoise	Nphp1	0.45
turquoise	Cstf2	0.45
turquoise	Alkbh8	0.45
turquoise	Pde6d	0.45
turquoise	Ndufaf6	0.45
turquoise	Spdl1	0.45
turquoise	Uty	0.45
turquoise	Zfp593	0.45
turquoise	Ccdc8	0.45
turquoise	Otud7a	0.45
turquoise	Psg16	0.45
turquoise	Lyrm4	0.45
turquoise	Pdhx	0.45
turquoise	Fkbp4	0.45
turquoise	Pak3	0.45
turquoise	Rpia	0.44
turquoise	Rptor	0.44
turquoise	Ryk	0.44
turquoise	Tle4	0.44
turquoise	Gga1	0.44
turquoise	Acad11	0.44
turquoise	Cdc123	0.44
turquoise	Fuom	0.44
turquoise	Ncapg2	0.44
turquoise	2210016F16Rik	0.44
turquoise	Bcdin3d	0.44
turquoise	Amn1	0.44
turquoise	Sfr1	0.44
turquoise	Matr3	0.44
turquoise	Sf3b2	0.44
turquoise	Magoh	0.44
turquoise	Tex30	0.44
turquoise	B930059L03Rik	0.44
turquoise	Zfp277	0.44
turquoise	Psmd12	0.44
turquoise	Lsm5	0.44
turquoise	Spata6	0.44
turquoise	Lsr	0.44
turquoise	Zfp39	0.44
turquoise	Gtf2h3	0.44
turquoise	Elovl4	0.44
turquoise	Xlr4a	0.44
turquoise	Zfp949	0.44
turquoise	Smad9	0.44
turquoise	Wdfy2	0.44
turquoise	Lppr5	0.44
turquoise	Mpp5	0.44
turquoise	Cpne1	0.44
turquoise	Pfdn1	0.44
turquoise	Ammecr1	0.44
turquoise	Umps	0.44
turquoise	Nhp2	0.44
turquoise	Nedd9	0.44
turquoise	Mir344e	0.44
turquoise	Nmnat3	0.44
turquoise	Zbtb22	0.44
turquoise	Ncoa5	0.43
turquoise	Eif3l	0.43
turquoise	Cct5	0.43
turquoise	Ubr7	0.43
turquoise	Map2k2	0.43
turquoise	Tcp1	0.43
turquoise	A130010J15Rik	0.43
turquoise	Neurl1a	0.43
turquoise	Ip6k1	0.43
turquoise	Mon1b	0.43
turquoise	Ybey	0.43
turquoise	1810014B01Rik	0.43
turquoise	Bbs5	0.43
turquoise	Zdhhc18	0.43
turquoise	Mkrn2os	0.43
turquoise	Rnf135	0.43
turquoise	Ccl2	0.43
turquoise	Zc2hc1a	0.43
turquoise	Flcn	0.43
turquoise	Ccm2	0.43
turquoise	Ddx19a	0.43
turquoise	Chst2	0.43
turquoise	Mir25	0.43
turquoise	Etv6	0.43
turquoise	Snrpa1	0.43
turquoise	H2-Ke6	0.43
turquoise	Gm8787	0.43
turquoise	Trim32	0.43
turquoise	Rapgef1	0.43
turquoise	Fhl1	0.43
turquoise	Taf13	0.43
turquoise	Dcp1a	0.43
turquoise	Map3k11	0.43
turquoise	Chaf1b	0.43
turquoise	Gdap1l1	0.43
turquoise	Eri1	0.43
turquoise	Gprc5a	0.43
turquoise	Dnajc5	0.43
turquoise	Klhl29	0.42
turquoise	E2f4	0.42
turquoise	Haus1	0.42
turquoise	Crtc1	0.42
turquoise	Ptbp1	0.42
turquoise	Zfp111	0.42
turquoise	Hsdl1	0.42
turquoise	Stat1	0.42
turquoise	1700030K09Rik	0.42
turquoise	Trim59	0.42
turquoise	Mtx2	0.42
turquoise	Zfp955a	0.42
turquoise	Ipcef1	0.42
turquoise	Csnk1g1	0.42
turquoise	Zfp866	0.42
turquoise	Ankrd23	0.42
turquoise	Cdr2	0.42
turquoise	Cbln2	0.42
turquoise	Timm8a1	0.42
turquoise	Hipk3	0.42
turquoise	Elac1	0.42
turquoise	Gm17689	0.42
turquoise	Msh6	0.42
turquoise	Vps53	0.42
turquoise	Katna1	0.42
turquoise	Evi5	0.42
turquoise	Acap3	0.42
turquoise	Rab9	0.42
turquoise	Rwdd2b	0.42
turquoise	Smg8	0.42
turquoise	Tdrkh	0.42
turquoise	Mepce	0.42
turquoise	Flywch1	0.42
turquoise	Abhd6	0.42
turquoise	Tbl1x	0.42
turquoise	Ranbp9	0.42
turquoise	E330009J07Rik	0.42
turquoise	0610037L13Rik	0.42
turquoise	Zc3h6	0.41
turquoise	Zfyve1	0.41
turquoise	Acvr1	0.41
turquoise	Zfp677	0.41
turquoise	Wdr24	0.41
turquoise	Btrc	0.41
turquoise	Ralb	0.41
turquoise	Hs1bp3	0.41
turquoise	Cand1	0.41
turquoise	Ift46	0.41
turquoise	Adrm1	0.41
turquoise	Zfp426	0.41
turquoise	Plscr1	0.41
turquoise	Ppp1r26	0.41
turquoise	Zfp963	0.41
turquoise	Bmp2k	0.41
turquoise	As3mt	0.41
turquoise	Bre	0.41
turquoise	Srp14	0.41
turquoise	Septin5	0.41
turquoise	Rangrf	0.41
turquoise	Zcchc9	0.41
turquoise	Sccpdh	0.41
turquoise	Abcb1a	0.41
turquoise	Fbxo6	0.41
turquoise	Otud5	0.41
turquoise	D030056L22Rik	0.41
turquoise	Eda	0.41
turquoise	Xrcc4	0.41
turquoise	4833419F23Rik	0.40
turquoise	Tacc1	0.40
turquoise	Flna	0.40
turquoise	Ran	0.40
turquoise	Lysmd2	0.40
turquoise	Zfp748	0.40
turquoise	Tmem222	0.40
turquoise	Gm5141	0.40
turquoise	Gm14139	0.40
turquoise	Nup133	0.40
turquoise	Ywhab	0.40
turquoise	Ankrd40	0.40
turquoise	Prune	0.40
turquoise	2310009A05Rik	0.40
turquoise	Ipo8	0.40
turquoise	Triap1	0.40
turquoise	Six1	0.40
turquoise	Cnep1r1	0.40
turquoise	Crmp1	0.40
turquoise	Vapb	0.40
turquoise	Ddx23	0.40
turquoise	Cml1	0.40
turquoise	Cdkal1	0.40
turquoise	9030624J02Rik	0.40
turquoise	Mir708	0.40
turquoise	Gm10406	0.40
turquoise	Gm3636	0.40
turquoise	Abhd5	0.40
turquoise	Plekhf2	0.40
turquoise	Zfp958	0.40
turquoise	Dapp1	0.40
turquoise	Stk11	0.40
turquoise	Gpatch11	0.40
turquoise	Arnt	0.39
turquoise	Zfp260	0.39
turquoise	Slbp	0.39
turquoise	Pelp1	0.39
turquoise	Casp3	0.39
turquoise	A530058N18Rik	0.39
turquoise	Asb7	0.39
turquoise	Spryd7	0.39
turquoise	Micu2	0.39
turquoise	Dgat2	0.39
turquoise	Tmod3	0.39
turquoise	Wdyhv1	0.39
turquoise	Srp54a	0.39
turquoise	Trappc13	0.39
turquoise	Gm166	0.39
turquoise	Pja1	0.39
turquoise	Zfp821	0.39
turquoise	C030034I22Rik	0.39
turquoise	Ccdc181	0.39
turquoise	Kcnip1	0.39
turquoise	Lsm8	0.39
turquoise	Strn3	0.39
turquoise	Zfp867	0.39
turquoise	C920006O11Rik	0.39
turquoise	Zkscan6	0.39
turquoise	1110032A03Rik	0.39
turquoise	Rab33b	0.39
turquoise	Meaf6	0.39
turquoise	Atp6v1c1	0.39
turquoise	Strn4	0.39
turquoise	Parp11	0.39
turquoise	Pmf1	0.39
turquoise	Scd1	0.38
turquoise	1700048O20Rik	0.38
turquoise	Mipol1	0.38
turquoise	Nosip	0.38
turquoise	Med6	0.38
turquoise	Ptprj	0.38
turquoise	Rrp1	0.38
turquoise	Rgn	0.38
turquoise	Ift27	0.38
turquoise	Limk2	0.38
turquoise	Jak1	0.38
turquoise	Myl12a	0.38
turquoise	Stam2	0.38
turquoise	Ptar1	0.38
turquoise	Olfr847	0.38
turquoise	Dek	0.38
turquoise	Xrcc6bp1	0.38
turquoise	Ttc33	0.38
turquoise	Efcab1	0.38
turquoise	Poli	0.38
turquoise	Pih1d2	0.38
turquoise	Mir22hg	0.38
turquoise	Urgcp	0.38
turquoise	Rnd3	0.38
turquoise	Dtd2	0.38
turquoise	Zeb1	0.38
turquoise	Hnrnpab	0.38
turquoise	Pigh	0.38
turquoise	3110039M20Rik	0.37
turquoise	Faim2	0.37
turquoise	Mrpl48	0.37
turquoise	Ifi203	0.37
turquoise	Il1rap	0.37
turquoise	Tceanc	0.37
turquoise	Pola1	0.37
turquoise	Akap17b	0.37
turquoise	Taf8	0.37
turquoise	Fzd6	0.37
turquoise	Gm15097	0.37
turquoise	Nabp1	0.37
turquoise	Pdss2	0.37
turquoise	Cyb5rl	0.37
turquoise	Flad1	0.37
turquoise	Zfp72	0.37
turquoise	Rab8a	0.37
turquoise	Cyp2j6	0.37
turquoise	Dancr	0.37
turquoise	Coq2	0.37
turquoise	Emc8	0.37
turquoise	Ppcs	0.37
turquoise	Aar2	0.37
turquoise	Zfp780b	0.37
turquoise	Ap3s2	0.37
turquoise	Pphln1	0.37
turquoise	Hspa4l	0.37
turquoise	Gm14325	0.37
turquoise	Nt5m	0.37
turquoise	Atp5sl	0.37
turquoise	Synm	0.36
turquoise	Cdc42bpg	0.36
turquoise	Pfdn4	0.36
turquoise	Anapc2	0.36
turquoise	Acsf3	0.36
turquoise	Leng1	0.36
turquoise	Phax	0.36
turquoise	Ipp	0.36
turquoise	Snora62	0.36
turquoise	Ppm1g	0.36
turquoise	Stx12	0.36
turquoise	Ict1	0.36
turquoise	Zfp808	0.36
turquoise	Ola1	0.36
turquoise	Mettl5	0.36
turquoise	Commd6	0.36
turquoise	Pin4	0.36
turquoise	1700021F05Rik	0.36
turquoise	Elp2	0.35
turquoise	Mcm5	0.35
turquoise	Prpf38a	0.35
turquoise	Mrpl46	0.35
turquoise	4930480K23Rik	0.35
turquoise	Ttc9	0.35
turquoise	Kdsr	0.35
turquoise	Nfyb	0.35
turquoise	Rap1gds1	0.35
turquoise	Zhx1	0.35
turquoise	Mcur1	0.35
turquoise	Stradb	0.35
turquoise	Lsm2	0.35
turquoise	Mir6913	0.35
turquoise	Tmem216	0.35
turquoise	9130019O22Rik	0.35
turquoise	Dhrs13	0.35
turquoise	Alkbh4	0.35
turquoise	Slc20a2	0.35
turquoise	Snord22	0.35
turquoise	Stk16	0.35
turquoise	Mrps11	0.35
turquoise	Mtmr11	0.35
turquoise	Dbpht2	0.35
turquoise	Cbll1	0.35
turquoise	Trim8	0.35
turquoise	Cbfa2t2	0.35
turquoise	1700001G11Rik	0.35
turquoise	Ppp1r7	0.35
turquoise	Exosc3	0.35
turquoise	Fbxo47	0.35
turquoise	Pcmtd2	0.35
turquoise	Zfp787	0.35
turquoise	Pstk	0.35
turquoise	Acd	0.34
turquoise	Ssna1	0.34
turquoise	Gatb	0.34
turquoise	Exosc4	0.34
turquoise	Eif4a1	0.34
turquoise	Ifih1	0.34
turquoise	Fitm2	0.34
turquoise	Zfp449	0.34
turquoise	Mfap1b	0.34
turquoise	BC051226	0.34
turquoise	Hcn1	0.34
turquoise	Srsf4	0.34
turquoise	Inpp5a	0.34
turquoise	Pex26	0.34
turquoise	Ccdc115	0.34
turquoise	Gm25500	0.34
turquoise	Pdik1l	0.34
turquoise	Man1a2	0.34
turquoise	Lzts3	0.34
turquoise	Rab3c	0.34
turquoise	Exoc6b	0.34
turquoise	BC029214	0.34
turquoise	Lrrc34	0.34
turquoise	Mir343	0.34
turquoise	Farp2	0.34
turquoise	Dedd2	0.34
turquoise	Snx6	0.34
turquoise	Snora7a	0.33
turquoise	Dcun1d1	0.33
turquoise	Hmg20a	0.33
turquoise	Oard1	0.33
turquoise	Pip5k1a	0.33
turquoise	Polr2c	0.33
turquoise	Zfp58	0.33
turquoise	Morf4l1	0.33
turquoise	Elp4	0.33
turquoise	Rmdn2	0.33
turquoise	Chmp6	0.33
turquoise	2510002D24Rik	0.33
turquoise	Tex38	0.33
turquoise	Ube2v2	0.33
turquoise	Tmem184a	0.33
turquoise	4930525G20Rik	0.33
turquoise	Stoml2	0.33
turquoise	Bloc1s4	0.33
turquoise	Lrrc57	0.33
turquoise	Prmt6	0.33
turquoise	Kptn	0.33
turquoise	Abca5	0.33
turquoise	Mfap3	0.33
turquoise	Ticam1	0.33
turquoise	Mir1964	0.33
turquoise	Snora33	0.32
turquoise	Enoph1	0.32
turquoise	Traf2	0.32
turquoise	Mapk14	0.32
turquoise	Ss18	0.32
turquoise	Pir	0.32
turquoise	Anks6	0.32
turquoise	Setbp1	0.32
turquoise	Myo1d	0.32
turquoise	Mlf1	0.32
turquoise	Actr10	0.32
turquoise	Hnrnpd	0.32
turquoise	Syt17	0.32
turquoise	Il13ra1	0.32
turquoise	Plcl1	0.32
turquoise	Prpsap2	0.32
turquoise	Rpl37rt	0.32
turquoise	Gla	0.32
turquoise	Rgs7	0.32
turquoise	Slirp	0.31
turquoise	Stard7	0.31
turquoise	Apba3	0.31
turquoise	Mzt1	0.31
turquoise	Usp46	0.31
turquoise	Akap6	0.31
turquoise	Lin7a	0.31
turquoise	Gm16675	0.31
turquoise	Cables2	0.31
turquoise	Zfp652	0.31
turquoise	Zfp362	0.31
turquoise	Glmn	0.31
turquoise	Npm3	0.31
turquoise	Erc1	0.31
turquoise	C920021L13Rik	0.31
turquoise	Gm16062	0.31
turquoise	Foxd2	0.31
turquoise	Gucy1a2	0.31
turquoise	Hook3	0.31
turquoise	1110004E09Rik	0.31
turquoise	Fam60a	0.31
turquoise	Pitpnm1	0.31
turquoise	Neto2	0.31
turquoise	Siah1b	0.31
turquoise	Scarna2	0.31
turquoise	Snord15b	0.31
turquoise	1700123O20Rik	0.31
turquoise	Smc3	0.31
turquoise	Mrps34	0.30
turquoise	Cnot7	0.30
turquoise	Pcna	0.30
turquoise	Rhob	0.30
turquoise	Hmgn2	0.30
turquoise	Zfp97	0.30
turquoise	Bend3	0.30
turquoise	Clcn5	0.30
turquoise	Rhov	0.30
turquoise	Pygo2	0.30
turquoise	Inhba	0.30
turquoise	Suds3	0.30
turquoise	Aacs	0.30
turquoise	Atp2a2	0.30
turquoise	Fam169a	0.30
turquoise	A230072C01Rik	0.30
turquoise	Lca5	0.30
turquoise	Por	0.30
turquoise	Clns1a	0.30
turquoise	Chpt1	0.30
turquoise	Mul1	0.30
turquoise	St3gal6	0.30
turquoise	Zfp551	0.29
turquoise	Cep19	0.29
turquoise	Fam103a1	0.29
turquoise	Tsx	0.29
turquoise	Mcm3	0.29
turquoise	Ccdc166	0.29
turquoise	Tmem126b	0.29
turquoise	Stk38l	0.29
turquoise	Cdkl2	0.29
turquoise	Brinp1	0.29
turquoise	Rhou	0.29
turquoise	Gm5615	0.29
turquoise	Hmgcs1	0.29
turquoise	Vasp	0.29
turquoise	D2hgdh	0.29
turquoise	Mesdc1	0.29
turquoise	Zfp141	0.29
turquoise	1810041H14Rik	0.29
turquoise	Sstr3	0.29
turquoise	Snord47	0.29
turquoise	Rps19-ps3	0.29
turquoise	Dlat	0.29
turquoise	Uhrf1	0.29
turquoise	Rnf167	0.29
turquoise	Adam17	0.29
turquoise	Dync1i2	0.29
turquoise	Ubxn2b	0.29
turquoise	Klf5	0.29
turquoise	Mpp7	0.28
turquoise	2810408I11Rik	0.28
turquoise	Ptp4a1	0.28
turquoise	Ranbp3	0.28
turquoise	Gm10012	0.28
turquoise	Psip1	0.28
turquoise	Celf6	0.28
turquoise	Igbp1	0.28
turquoise	Cxadr	0.28
turquoise	Ccdc34	0.28
turquoise	Ptpn11	0.28
turquoise	Dmwd	0.28
turquoise	Rpa3	0.28
turquoise	Polr2k	0.28
turquoise	Snord16a	0.28
turquoise	Ctnnb1	0.28
turquoise	Hnrnpk	0.28
turquoise	Nudc	0.28
turquoise	Nln	0.28
turquoise	Snord110	0.28
turquoise	Nkiras2	0.28
turquoise	Tmem38a	0.27
turquoise	Mir7668	0.27
turquoise	Ap1ar	0.27
turquoise	Nupl1	0.27
turquoise	Eif4e	0.27
turquoise	Nmnat1	0.27
turquoise	Cfap61	0.27
turquoise	Limk1	0.27
turquoise	Prkx	0.27
turquoise	Rps15a-ps4	0.27
turquoise	4933403O08Rik	0.27
turquoise	Dhcr7	0.27
turquoise	Cdh8	0.27
turquoise	Mir6371	0.27
turquoise	Ccdc126	0.27
turquoise	Msrb2	0.27
turquoise	Mut	0.27
turquoise	Zbtb8os	0.27
turquoise	Asb13	0.27
turquoise	Dnajb6	0.27
turquoise	Mrpl22	0.27
turquoise	Snord49a	0.27
turquoise	Dcx	0.27
turquoise	Timm17a	0.27
turquoise	Akap12	0.27
turquoise	Elk4	0.27
turquoise	Vash1	0.27
turquoise	9130221H12Rik	0.27
turquoise	9330159M07Rik	0.27
turquoise	Arl6	0.27
turquoise	Ccser2	0.27
turquoise	Ppp1r9a	0.27
turquoise	Luzp4	0.27
turquoise	Ptger4	0.27
turquoise	Angel1	0.26
turquoise	Ehhadh	0.26
turquoise	Snhg4	0.26
turquoise	Capn6	0.26
turquoise	Lyrm5	0.26
turquoise	1190002N15Rik	0.26
turquoise	Tbl2	0.26
turquoise	Tmem260	0.26
turquoise	Mir138-2	0.26
turquoise	Ccdc25	0.26
turquoise	Zfp820	0.26
turquoise	Sucla2	0.26
turquoise	Jakmip2	0.26
turquoise	Zfp729a	0.26
turquoise	Prr13	0.26
turquoise	Wdr53	0.26
turquoise	Polr1d	0.26
turquoise	1700092M07Rik	0.26
turquoise	Dnajb4	0.26
turquoise	Mir6939	0.26
turquoise	Tm6sf1	0.26
turquoise	Tmem86a	0.25
turquoise	Hadha	0.25
turquoise	Rrm2	0.25
turquoise	Zfp248	0.25
turquoise	Mterf1b	0.25
turquoise	Rbmxl1	0.25
turquoise	Eef1d	0.25
turquoise	Golga2	0.25
turquoise	Zfp960	0.25
turquoise	Scaper	0.25
turquoise	Rsad2	0.25
turquoise	Dcaf8	0.25
turquoise	Chsy1	0.25
turquoise	Slain1	0.25
turquoise	Phf6	0.25
turquoise	Patz1	0.25
turquoise	Ptrhd1	0.25
turquoise	Pop5	0.25
turquoise	Pdcd5	0.25
turquoise	Mapkapk2	0.24
turquoise	Dedd	0.24
turquoise	Kbtbd2	0.24
turquoise	B3gnt2	0.24
turquoise	1110059E24Rik	0.24
turquoise	Mrpl43	0.24
turquoise	Mis18a	0.24
turquoise	Hmgn1	0.24
turquoise	Mipep	0.24
turquoise	Bcl2l13	0.24
turquoise	Hs3st3b1	0.24
turquoise	4931406P16Rik	0.24
turquoise	Lpin2	0.23
turquoise	Mir6920	0.23
turquoise	Tbc1d32	0.23
turquoise	AI429214	0.23
turquoise	Mir7227	0.23
turquoise	Mir8095	0.23
turquoise	Yeats4	0.23
turquoise	Usp14	0.23
turquoise	Ube2q1	0.23
turquoise	4930430F08Rik	0.23
turquoise	Atg10	0.23
turquoise	Znhit1	0.23
turquoise	Mir8103	0.23
turquoise	Sertad4	0.22
turquoise	Dazap1	0.22
turquoise	Elf3	0.22
turquoise	Parp1	0.22
turquoise	Nubp2	0.22
turquoise	Srxn1	0.22
turquoise	Fmnl2	0.22
turquoise	Eid2	0.22
turquoise	Snord15a	0.22
turquoise	Pla2g6	0.22
turquoise	E130307A14Rik	0.22
turquoise	Msh2	0.22
turquoise	Ppm1k	0.22
turquoise	Gm10416	0.22
turquoise	Tmeff2	0.22
turquoise	Zfp940	0.22
turquoise	Rnf138rt1	0.21
turquoise	Kctd10	0.21
turquoise	Tagln2	0.21
turquoise	Atl2	0.21
turquoise	N6amt2	0.21
turquoise	Ccdc23	0.21
turquoise	Mir1907	0.21
turquoise	Gins3	0.21
turquoise	H2afj	0.21
turquoise	Zfp113	0.21
turquoise	Ripk4	0.21
turquoise	Tbc1d10b	0.21
turquoise	Ccnyl1	0.21
turquoise	Oxsr1	0.21
turquoise	Snapc2	0.21
turquoise	Hist1h2bc	0.21
turquoise	Gm9079	0.21
turquoise	Tdrd7	0.21
turquoise	Eif1ax	0.21
turquoise	Exoc8	0.21
turquoise	Areg	0.21
turquoise	Glrx3	0.20
turquoise	Ctnnd1	0.20
turquoise	AW011738	0.20
turquoise	Sgpl1	0.20
turquoise	Ccdc50	0.20
turquoise	Mir1956	0.20
turquoise	Mir344	0.20
turquoise	Dtymk	0.20
turquoise	Pim1	0.20
turquoise	Nudt12	0.20
turquoise	C130046K22Rik	0.20
turquoise	Gucy2c	0.20
turquoise	Cep68	0.20
turquoise	Atxn7l3b	0.20
turquoise	Scd2	0.20
turquoise	Mir7679	0.20
turquoise	Pde7a	0.19
turquoise	Api5	0.19
turquoise	Npas3	0.19
turquoise	Snord91a	0.19
turquoise	Nudt22	0.19
turquoise	Pramef8	0.19
turquoise	Snx7	0.19
turquoise	Ppp2r5b	0.19
turquoise	Rhox5	0.19
turquoise	Xrcc5	0.19
turquoise	LOC100504703	0.19
turquoise	Prune2	0.19
turquoise	Aco1	0.19
turquoise	Hiat1	0.19
turquoise	Gm3696	0.19
turquoise	Mir98	0.19
turquoise	Ttc21b	0.19
turquoise	Mir1967	0.18
turquoise	Vps54	0.18
turquoise	Rbm4	0.18
turquoise	Smim12	0.18
turquoise	Vps39	0.18
turquoise	Pigl	0.18
turquoise	Snora5c	0.18
turquoise	Mir30b	0.18
turquoise	Mpp1	0.18
turquoise	Gm6297	0.18
turquoise	Mir677	0.18
turquoise	Hnrnpl	0.18
turquoise	Trim62	0.17
turquoise	Hmgcr	0.17
turquoise	Stk3	0.17
turquoise	Mir3080	0.17
turquoise	Nubpl	0.17
turquoise	Mir1894	0.17
turquoise	Wdr35	0.17
turquoise	Ppm1f	0.17
turquoise	Tmem218	0.17
turquoise	Pcdhga1	0.17
turquoise	Cfap97	0.17
turquoise	Mbd2	0.16
turquoise	Rabl3	0.16
turquoise	Rhox2h	0.16
turquoise	Rbbp7	0.16
turquoise	G3bp1	0.16
turquoise	Bola2	0.16
turquoise	Cdkn2b	0.16
turquoise	Hist1h2ac	0.16
turquoise	Zfp629	0.16
turquoise	Taf11	0.16
turquoise	Snora75	0.16
turquoise	Fam104a	0.16
turquoise	Cyb5d2	0.15
turquoise	Rras2	0.15
turquoise	Lsm7	0.15
turquoise	Tmem159	0.15
turquoise	Napa	0.15
turquoise	Sppl3	0.15
turquoise	Sumo1	0.15
turquoise	Pdap1	0.15
turquoise	1810044D09Rik	0.15
turquoise	Mir7073	0.14
turquoise	Lats2	0.14
turquoise	Rtcb	0.14
turquoise	Snord65	0.14
turquoise	Psma4	0.14
turquoise	Insig2	0.14
turquoise	Btg3	0.14
turquoise	Mir7669	0.14
turquoise	1600014C10Rik	0.14
turquoise	Dpcd	0.13
turquoise	Nit2	0.13
turquoise	Ssfa2	0.13
turquoise	Ninj1	0.13
turquoise	Mir6516	0.13
turquoise	Snord83b	0.13
turquoise	Gfod2	0.13
turquoise	Inpp1	0.13
turquoise	Map7d2	0.13
turquoise	B630005N14Rik	0.13
turquoise	Dync2li1	0.12
turquoise	Snrpf	0.12
turquoise	Mir3072	0.12
turquoise	Csf1	0.12
turquoise	Prkd3	0.12
turquoise	A330050F15Rik	0.12
turquoise	Stub1	0.12
turquoise	Med18	0.12
turquoise	Mir1b	0.12
turquoise	Sh3kbp1	0.12
turquoise	Zfp955b	0.11
turquoise	Rmi1	0.11
turquoise	Mir6937	0.11
turquoise	Decr2	0.10
turquoise	Rims3	0.10
turquoise	Gpkow	0.10
turquoise	Snhg10	0.10
turquoise	Nap1l4	0.10
turquoise	Fkbp5	0.10
turquoise	Btbd8	0.10
turquoise	Snrnp35	0.10
turquoise	Snrpg	0.10
turquoise	Ufsp1	0.09
turquoise	Vaultrc5	0.09
turquoise	Rbm11	0.09
turquoise	Gemin6	0.09
turquoise	Mir804	0.09
turquoise	Aip	0.09
turquoise	Ppih	0.08
turquoise	Dnajc14	0.08
turquoise	Pacrg	0.08
turquoise	Mir7026	0.08
turquoise	Jmjd7	0.07
turquoise	Hddc3	0.07
turquoise	Snord89	0.07
turquoise	Zfp759	0.07
turquoise	Gm2897	0.07
turquoise	Insl6	0.07
turquoise	Mtch2	0.06
turquoise	Hdac2	0.06
turquoise	Snora43	0.06
turquoise	Nkapl	0.06
turquoise	Ppp3r1	0.06
turquoise	Polr2g	0.06
turquoise	Snord71	0.06
turquoise	Tceb1	0.05
turquoise	Tspo	0.05
turquoise	Zfand6	0.05
turquoise	Lrp3	0.05
turquoise	Klc2	0.05
turquoise	Pcbd2	0.04
turquoise	Mir340	0.04
turquoise	Mir3061	0.04
turquoise	Dctpp1	0.04
turquoise	Mir7651	0.02
turquoise	Pfdn2	0.02
turquoise	Cdkl5	0.02
turquoise	Mir6942	0.02
turquoise	Gnl3l	0.02
turquoise	Mir1968	0.01
turquoise	Taf6	0.01
turquoise	Thoc7	0.01
turquoise	Snord93	0.01
turquoise	Fbxo25	0.01
turquoise	Mir6345	0.01
turquoise	Nme5	0.00
turquoise	Fbxo27	0.00
turquoise	9230116N13Rik	-0.01
turquoise	Ndufs4	-0.01
turquoise	Pars2	-0.01
turquoise	Lin7c	-0.01
turquoise	2310010J17Rik	-0.02
turquoise	1110059G10Rik	-0.02
turquoise	Tmem212	-0.03
turquoise	Gm5105	-0.04
turquoise	Eno2	-0.05
turquoise	Nrarp	-0.05
turquoise	Lhfpl5	-0.05
turquoise	Snrpe	-0.08
turquoise	Minos1	-0.09
