module	Compound	kME_module
turquoise	Scarna10	-0.12
yellow	Nptx1	0.97
yellow	Hepacam2	0.97
yellow	St8sia1	0.97
yellow	Slc43a2	0.96
yellow	Marcks	0.96
yellow	Gatsl2	0.96
yellow	Tubb5	0.96
yellow	Pvrl1	0.96
yellow	Syt13	0.96
yellow	Cyb5r3	0.96
yellow	Slitrk6	0.96
yellow	Heg1	0.96
yellow	Ube3c	0.96
yellow	Lhfpl4	0.96
yellow	Fam20b	0.96
yellow	G6pc2	0.95
yellow	Il1r1	0.95
yellow	Pnmal2	0.95
yellow	Ctnnbip1	0.95
yellow	Pdk1	0.95
yellow	Mgat3	0.95
yellow	Tuba1b	0.95
yellow	Fam81a	0.95
yellow	Shank2	0.95
yellow	Ak1	0.95
yellow	Mapk3	0.95
yellow	Hadh	0.95
yellow	Tmem27	0.95
yellow	Lcp2	0.94
yellow	Cdh22	0.94
yellow	Kcnb1	0.94
yellow	Calm3	0.94
yellow	Ece1	0.94
yellow	Myo1e	0.94
yellow	B4galt5	0.94
yellow	Slc29a4	0.94
yellow	Arhgef17	0.94
yellow	Timp2	0.94
yellow	Slc6a6	0.94
yellow	Pgam1	0.94
yellow	Pcdhgc3	0.94
yellow	Ffar1	0.94
yellow	Rtn3	0.93
yellow	Acly	0.93
yellow	Hspa12a	0.93
yellow	Ly6e	0.93
yellow	Cdkn2c	0.93
yellow	Rnf157	0.93
yellow	Arl6ip1	0.93
yellow	Rab27a	0.93
yellow	Slc25a23	0.93
yellow	Plekhb2	0.93
yellow	Pfkl	0.93
yellow	Peg13	0.93
yellow	Bace2	0.93
yellow	Mcf2l	0.93
yellow	Nrxn2	0.93
yellow	Mtch1	0.93
yellow	Glp1r	0.93
yellow	Sgpp2	0.93
yellow	Adk	0.93
yellow	Magee1	0.93
yellow	Sdc3	0.93
yellow	Sytl4	0.93
yellow	Mrc2	0.93
yellow	1700001L05Rik	0.93
yellow	Endod1	0.93
yellow	Chst11	0.93
yellow	Gmpr	0.92
yellow	Dlgap3	0.92
yellow	Syt7	0.92
yellow	Loxl2	0.92
yellow	Btbd17	0.92
yellow	Dcaf7	0.92
yellow	Arsb	0.92
yellow	Hpca	0.92
yellow	Idh2	0.92
yellow	Tmx4	0.92
yellow	Slc39a8	0.92
yellow	Ppp2r2c	0.92
yellow	Coro2b	0.92
yellow	Vat1l	0.92
yellow	Kpna2	0.92
yellow	Abat	0.92
yellow	Kbtbd11	0.92
yellow	Gpi1	0.92
yellow	Gatm	0.92
yellow	Trp53inp2	0.92
yellow	Ntrk2	0.91
yellow	Bnip3l	0.91
yellow	Tpi1	0.91
yellow	Aplp1	0.91
yellow	Isl1	0.91
yellow	Rgmb	0.91
yellow	Hip1	0.91
yellow	Cntfr	0.91
yellow	Pkm	0.91
yellow	Lasp1	0.91
yellow	Nsf	0.91
yellow	B3galt5	0.91
yellow	Gm2a	0.91
yellow	Mreg	0.91
yellow	Rph3al	0.91
yellow	Lingo1	0.91
yellow	Pygl	0.91
yellow	Zdhhc2	0.91
yellow	Tmem229b	0.90
yellow	Itpkb	0.90
yellow	Dio1	0.90
yellow	Igf2os	0.90
yellow	G3bp2	0.90
yellow	Tgfa	0.90
yellow	Fkbp9	0.90
yellow	Tubb4a	0.90
yellow	Nfix	0.90
yellow	Nfia	0.90
yellow	Mtmr7	0.90
yellow	Bnip3	0.90
yellow	Pgm2	0.90
yellow	Ttc28	0.90
yellow	Samd10	0.90
yellow	Acat1	0.90
yellow	Mapre3	0.90
yellow	Nsg1	0.90
yellow	Thra	0.90
yellow	Astn1	0.89
yellow	Ubtd2	0.89
yellow	Xk	0.89
yellow	4833439L19Rik	0.89
yellow	Slc44a3	0.89
yellow	Chrna4	0.89
yellow	Nefl	0.89
yellow	St6galnac6	0.89
yellow	Wdr6	0.89
yellow	Ociad2	0.89
yellow	Pdx1	0.89
yellow	Sbk1	0.89
yellow	Ptprn2	0.89
yellow	Cnih2	0.89
yellow	Fbxo21	0.89
yellow	Isoc1	0.89
yellow	Cpq	0.89
yellow	Cbln1	0.89
yellow	Mgarp	0.89
yellow	Stc1	0.89
yellow	Tspan7	0.89
yellow	Egln1	0.89
yellow	Lrfn5	0.89
yellow	Lrp11	0.89
yellow	Rnf145	0.89
yellow	Pgk1	0.89
yellow	Glrx	0.89
yellow	Colgalt2	0.89
yellow	Celf4	0.89
yellow	Vstm2l	0.89
yellow	Ldha	0.89
yellow	Kcnmb2	0.89
yellow	Ttr	0.88
yellow	Gapdh	0.88
yellow	Crtac1	0.88
yellow	Ddc	0.88
yellow	Car5b	0.88
yellow	Slc7a2	0.88
yellow	Maml3	0.88
yellow	Tshz1	0.88
yellow	Parva	0.88
yellow	Slc16a3	0.88
yellow	Atp2b4	0.88
yellow	Myl12b	0.88
yellow	Cbx5	0.88
yellow	Bsg	0.88
yellow	Stmn3	0.88
yellow	Psap	0.88
yellow	Ube2c	0.88
yellow	Eya1	0.88
yellow	Fgf1	0.88
yellow	Ghr	0.88
yellow	Cadm1	0.88
yellow	Gnas	0.88
yellow	Stmn2	0.88
yellow	Ins2	0.88
yellow	Nt5dc2	0.88
yellow	Fam122b	0.88
yellow	St6gal1	0.88
yellow	Trpm5	0.88
yellow	Selt	0.88
yellow	Slc37a4	0.87
yellow	Atp1b2	0.87
yellow	Arf3	0.87
yellow	Prss53	0.87
yellow	Epb4.1l1	0.87
yellow	Ucn3	0.87
yellow	Ccni	0.87
yellow	Robo2	0.87
yellow	Cryba2	0.87
yellow	Pcdh10	0.87
yellow	Lrrc55	0.87
yellow	Pfkm	0.87
yellow	Gfra3	0.87
yellow	Lrrn2	0.87
yellow	Slc7a14	0.87
yellow	Wnk3	0.87
yellow	Jup	0.87
yellow	Fuca1	0.87
yellow	Ffar3	0.87
yellow	Atp2a3	0.87
yellow	Sepp1	0.87
yellow	Pcsk2	0.87
yellow	Atp2c1	0.87
yellow	Sez6l	0.87
yellow	Anp32a	0.87
yellow	Vdac1	0.87
yellow	Calm2	0.87
yellow	Prps2	0.87
yellow	Sorbs2	0.87
yellow	Nrp1	0.87
yellow	Igsf8	0.87
yellow	Mapt	0.87
yellow	Resp18	0.87
yellow	Ctsf	0.87
yellow	Cdk14	0.87
yellow	Nudt11	0.87
yellow	Sncb	0.87
yellow	Oxct1	0.87
yellow	Slc30a8	0.86
yellow	Wdtc1	0.86
yellow	Tcf20	0.86
yellow	Ptprs	0.86
yellow	Ero1lb	0.86
yellow	Atp8b1	0.86
yellow	Ago1	0.86
yellow	Neurl1b	0.86
yellow	Gpd2	0.86
yellow	Aldoc	0.86
yellow	Ins1	0.86
yellow	Pacs1	0.86
yellow	Tmem2	0.86
yellow	Fam19a5	0.86
yellow	Maob	0.86
yellow	Aldoa	0.86
yellow	C1qa	0.86
yellow	H3f3a	0.86
yellow	Camk2n1	0.86
yellow	Scoc	0.86
yellow	Tmsb4x	0.86
yellow	Htr1d	0.86
yellow	Doc2b	0.86
yellow	Tmem164	0.86
yellow	Atp1a3	0.86
yellow	St5	0.86
yellow	Kcnq2	0.86
yellow	Ndrg2	0.85
yellow	Ubl5	0.85
yellow	Slc2a2	0.85
yellow	Trmt2b	0.85
yellow	Slc38a5	0.85
yellow	Zadh2	0.85
yellow	Slc44a1	0.85
yellow	Slc39a10	0.85
yellow	Ndrg3	0.85
yellow	Aqp11	0.85
yellow	Prkaca	0.85
yellow	1500009L16Rik	0.85
yellow	Pax6	0.85
yellow	Mfng	0.85
yellow	Lgi1	0.85
yellow	Clu	0.85
yellow	Ckmt1	0.85
yellow	Sepn1	0.85
yellow	Zfp185	0.85
yellow	Cnr1	0.85
yellow	Sv2a	0.85
yellow	Slc16a12	0.85
yellow	Rassf5	0.85
yellow	Atp5g3	0.85
yellow	Clstn1	0.85
yellow	Tmem108	0.85
yellow	Atp2b2	0.85
yellow	Prnp	0.85
yellow	Ak4	0.84
yellow	Fam168a	0.84
yellow	Cds2	0.84
yellow	Akt3	0.84
yellow	Podxl2	0.84
yellow	Dag1	0.84
yellow	Tnrc18	0.84
yellow	Cilp	0.84
yellow	Itm2b	0.84
yellow	Hs3st6	0.84
yellow	Sesn3	0.84
yellow	Flot2	0.84
yellow	5031439G07Rik	0.84
yellow	Slc9a7	0.84
yellow	A330074K22Rik	0.84
yellow	Atp1b3	0.84
yellow	Aes	0.84
yellow	Gcg	0.84
yellow	Npy	0.84
yellow	Armc10	0.84
yellow	Dpp10	0.84
yellow	Adcy9	0.84
yellow	Nipal1	0.83
yellow	Amigo2	0.83
yellow	Plcg1	0.83
yellow	Spc25	0.83
yellow	Fzd7	0.83
yellow	Plekha2	0.83
yellow	Soat1	0.83
yellow	Tet1	0.83
yellow	Celf2	0.83
yellow	Pla2g2d	0.83
yellow	Klhl4	0.83
yellow	Tshz3	0.83
yellow	Calml4	0.83
yellow	Fam102a	0.83
yellow	Cdh2	0.83
yellow	Sh3bgrl	0.83
yellow	Dner	0.83
yellow	Bcar1	0.83
yellow	4930579G24Rik	0.83
yellow	Cplx2	0.83
yellow	Pcyt1b	0.83
yellow	Dynlt1a	0.83
yellow	Tmed8	0.83
yellow	Jarid2	0.83
yellow	Scg5	0.83
yellow	Slc35g1	0.83
yellow	Oxtr	0.83
yellow	Aatk	0.83
yellow	Zdhhc14	0.82
yellow	Tspan3	0.82
yellow	St6galnac5	0.82
yellow	Abhd8	0.82
yellow	Cpe	0.82
yellow	Brip1os	0.82
yellow	Gm4791	0.82
yellow	Syt2	0.82
yellow	Hn1	0.82
yellow	Atp7b	0.82
yellow	Chga	0.82
yellow	Pcdhb6	0.82
yellow	Cdhr1	0.82
yellow	Fam162a	0.82
yellow	Tpd52	0.82
yellow	Sort1	0.82
yellow	Tcaf1	0.82
yellow	Cbx6	0.82
yellow	Lifr	0.82
yellow	Nacc1	0.82
yellow	Emb	0.82
yellow	Ubqln2	0.82
yellow	Galr1	0.82
yellow	Gstt1	0.82
yellow	Igf2	0.82
yellow	Rnase4	0.82
yellow	Sox4	0.82
yellow	Gng12	0.82
yellow	Rab37	0.82
yellow	Tmem215	0.82
yellow	Slc40a1	0.82
yellow	Tenm3	0.82
yellow	Arhgap18	0.81
yellow	Kcnj6	0.81
yellow	Cfl1	0.81
yellow	Man1c1	0.81
yellow	Adam23	0.81
yellow	Adam22	0.81
yellow	Fundc2	0.81
yellow	Dpysl3	0.81
yellow	Aard	0.81
yellow	Uqcrh	0.81
yellow	Folr1	0.81
yellow	Rnf141	0.81
yellow	Nptn	0.81
yellow	Rnf139	0.81
yellow	Pfkp	0.81
yellow	Tuba1a	0.81
yellow	Ptms	0.81
yellow	Fam83d	0.81
yellow	Upk3a	0.81
yellow	Hmgn3	0.81
yellow	Hpse	0.81
yellow	Tmem255a	0.81
yellow	Adh1	0.81
yellow	Mapk8ip1	0.81
yellow	Pten	0.81
yellow	Pard6g	0.81
yellow	Apof	0.80
yellow	Ogdh	0.80
yellow	Phtf1	0.80
yellow	Tmco3	0.80
yellow	Egln3	0.80
yellow	Ywhah	0.80
yellow	Slc25a4	0.80
yellow	Kat2b	0.80
yellow	Ucp2	0.80
yellow	Abcg1	0.80
yellow	8430419L09Rik	0.80
yellow	Pcdhgc4	0.80
yellow	Slitrk1	0.80
yellow	Ttyh3	0.80
yellow	Cdc42	0.80
yellow	Efhd2	0.80
yellow	Cxxc4	0.80
yellow	Cdh1	0.80
yellow	Cacng4	0.79
yellow	Kdm2b	0.79
yellow	Dnajc24	0.79
yellow	Soga1	0.79
yellow	Cyp2s1	0.79
yellow	Gng3	0.79
yellow	Rgl1	0.79
yellow	Sh3pxd2b	0.79
yellow	Glul	0.79
yellow	Tubb4b	0.79
yellow	Nkx2-2	0.79
yellow	Tapbp	0.79
yellow	Brinp2	0.79
yellow	Cdk5r2	0.79
yellow	Nefm	0.79
yellow	Vat1	0.79
yellow	Cxxc5	0.79
yellow	Narf	0.79
yellow	Rec8	0.79
yellow	Nucks1	0.79
yellow	Galnt2	0.79
yellow	Pcbd1	0.79
yellow	Cacng2	0.79
yellow	Mif	0.79
yellow	Stxbp1	0.79
yellow	Tagln3	0.79
yellow	Bcl9	0.79
yellow	Psd3	0.79
yellow	Hcn2	0.79
yellow	Olfm1	0.79
yellow	Cln6	0.78
yellow	Pcdha1	0.78
yellow	Spock1	0.78
yellow	Rab4b	0.78
yellow	Tmem59	0.78
yellow	Ano6	0.78
yellow	Setd7	0.78
yellow	Rab1b	0.78
yellow	Tubg1	0.78
yellow	Exoc7	0.78
yellow	Tppp3	0.78
yellow	Gdi1	0.78
yellow	Pcdhb5	0.78
yellow	Ctsb	0.78
yellow	Fam155a	0.78
yellow	Ermp1	0.78
yellow	Pcdhb10	0.78
yellow	Rai2	0.78
yellow	Trp53i11	0.78
yellow	Nrep	0.78
yellow	Ndufv3	0.78
yellow	Triobp	0.78
yellow	Sesn1	0.78
yellow	Ccnf	0.78
yellow	Gnptab	0.78
yellow	Vasn	0.78
yellow	H2-T23	0.78
yellow	Upp1	0.78
yellow	Basp1	0.78
yellow	Cntnap2	0.78
yellow	Cpt2	0.78
yellow	Cotl1	0.78
yellow	Rtn4rl1	0.78
yellow	Ptgr1	0.78
yellow	Kremen1	0.78
yellow	Susd4	0.78
yellow	Capzb	0.77
yellow	Pdk2	0.77
yellow	Arpc3	0.77
yellow	Actn4	0.77
yellow	Chst10	0.77
yellow	Negr1	0.77
yellow	Mpc1	0.77
yellow	Rtn2	0.77
yellow	3632451O06Rik	0.77
yellow	Zbtb4	0.77
yellow	Epn1	0.77
yellow	Efna2	0.77
yellow	Dpysl2	0.77
yellow	Hgfac	0.77
yellow	Cyfip2	0.77
yellow	Stx7	0.77
yellow	Rnasek	0.77
yellow	Cetn2	0.77
yellow	Tmem59l	0.77
yellow	Syngr1	0.77
yellow	Tgfbr3	0.77
yellow	Gpr162	0.77
yellow	Dynlt3	0.77
yellow	Tnr	0.77
yellow	Pigp	0.77
yellow	Iglon5	0.76
yellow	Skp1a	0.76
yellow	Atp6v0e	0.76
yellow	Dcun1d3	0.76
yellow	Blvra	0.76
yellow	Kcnk9	0.76
yellow	Chrnb4	0.76
yellow	Igfbpl1	0.76
yellow	Tuba4a	0.76
yellow	Bri3bp	0.76
yellow	Tubb3	0.76
yellow	Chp1	0.76
yellow	Nrm	0.76
yellow	Itfg1	0.76
yellow	Slc25a11	0.76
yellow	Tmem151b	0.76
yellow	Rnasel	0.76
yellow	Parp6	0.76
yellow	Prdx2	0.76
yellow	Pcdhb2	0.76
yellow	Uevld	0.76
yellow	Tusc3	0.76
yellow	Snn	0.76
yellow	Smtnl2	0.76
yellow	Svop	0.76
yellow	Zcchc18	0.75
yellow	Pfn2	0.75
yellow	Abcd2	0.75
yellow	Inpp4a	0.75
yellow	F2rl1	0.75
yellow	5330417C22Rik	0.75
yellow	Ndufb8	0.75
yellow	Lpcat1	0.75
yellow	St3gal5	0.75
yellow	Mrfap1	0.75
yellow	Pcgf3	0.75
yellow	Capn5	0.75
yellow	Bmpr1a	0.75
yellow	Slc8a2	0.75
yellow	Wnt4	0.75
yellow	Slc29a1	0.75
yellow	H2-Q2	0.75
yellow	Adam9	0.75
yellow	Gng7	0.75
yellow	Onecut2	0.75
yellow	Ogdhl	0.75
yellow	Epm2a	0.75
yellow	Parvb	0.75
yellow	Cox6c	0.75
yellow	Tpgs2	0.75
yellow	Tmem25	0.75
yellow	Akr1c12	0.74
yellow	Tle3	0.74
yellow	Fam183b	0.74
yellow	Cend1	0.74
yellow	Gprin1	0.74
yellow	Jam2	0.74
yellow	Ppp1r9b	0.74
yellow	Rnf128	0.74
yellow	Enho	0.74
yellow	Pgm2l1	0.74
yellow	Nedd4	0.74
yellow	Lrfn3	0.74
yellow	Nfic	0.74
yellow	Bpnt1	0.74
yellow	Nkx6-1	0.74
yellow	Cib2	0.74
yellow	Mr1	0.74
yellow	Jade2	0.74
yellow	Rab11b	0.74
yellow	Dnajc12	0.74
yellow	Slc25a1	0.74
yellow	Fam20c	0.74
yellow	Epb4.1l4b	0.74
yellow	Calm1	0.74
yellow	Slc12a6	0.73
yellow	Tmem50b	0.73
yellow	Pfkfb3	0.73
yellow	Ska2	0.73
yellow	Nqo2	0.73
yellow	Fbxo3	0.73
yellow	S100a1	0.73
yellow	Ei24	0.73
yellow	Mfap2	0.73
yellow	Pvrl3	0.73
yellow	Dtx3l	0.73
yellow	B3galt1	0.73
yellow	Rnf112	0.73
yellow	Olfml3	0.73
yellow	Lrfn1	0.73
yellow	Mxi1	0.73
yellow	Rit2	0.72
yellow	Bves	0.72
yellow	Twsg1	0.72
yellow	Paqr9	0.72
yellow	Runx1t1	0.72
yellow	Purb	0.72
yellow	Spidr	0.72
yellow	Pax6os1	0.72
yellow	Nell1	0.72
yellow	Cst3	0.72
yellow	Slc22a17	0.72
yellow	Slit1	0.72
yellow	Rab11a	0.72
yellow	Pdxp	0.72
yellow	Atp5h	0.72
yellow	Aco2	0.72
yellow	Ap2s1	0.72
yellow	Glb1	0.72
yellow	Sema4d	0.72
yellow	T2	0.72
yellow	Sh3gl1	0.72
yellow	Herc3	0.72
yellow	Rbl2	0.72
yellow	Ppard	0.72
yellow	Fam64a	0.71
yellow	Tspan14	0.71
yellow	Cox7a2	0.71
yellow	Trappc1	0.71
yellow	Tmem50a	0.71
yellow	Cldn1	0.71
yellow	Prkcb	0.71
yellow	Stim1	0.71
yellow	Elmo2	0.71
yellow	Phex	0.71
yellow	Mylip	0.71
yellow	Pcdhb16	0.71
yellow	Gabrg2	0.71
yellow	Pde6b	0.71
yellow	Scamp5	0.71
yellow	Zfhx3	0.71
yellow	Impa1	0.71
yellow	Celf5	0.71
yellow	Ube2l6	0.71
yellow	Tmem189	0.71
yellow	Pdgfrl	0.71
yellow	Pdzd4	0.71
yellow	Tpcn1	0.70
yellow	Dirc2	0.70
yellow	Cbfa2t3	0.70
yellow	Wbp1	0.70
yellow	Eif5a2	0.70
yellow	Cenpb	0.70
yellow	Cox6b1	0.70
yellow	Cox8a	0.70
yellow	Prdx4	0.70
yellow	Ctxn1	0.70
yellow	Sema4c	0.70
yellow	Ywhaq	0.70
yellow	Homez	0.70
yellow	Pcdhb11	0.70
yellow	Camk2b	0.70
yellow	Dennd6a	0.70
yellow	Fhad1	0.70
yellow	Zdhhc8	0.70
yellow	Cbfb	0.70
yellow	Plxna2	0.70
yellow	Sprn	0.70
yellow	Cd99l2	0.70
yellow	Atp5e	0.70
yellow	Reep1	0.70
yellow	Anxa4	0.70
yellow	D630045J12Rik	0.70
yellow	Syt3	0.69
yellow	Kctd12b	0.69
yellow	Atp5l	0.69
yellow	Mnx1	0.69
yellow	Hs2st1	0.69
yellow	Dynlrb1	0.69
yellow	Pura	0.69
yellow	Gstm1	0.69
yellow	Tmem154	0.69
yellow	Man2b1	0.69
yellow	Pqlc3	0.69
yellow	Brwd3	0.69
yellow	Tnfaip8	0.69
yellow	Stard10	0.69
yellow	Tmem206	0.69
yellow	Tuba1c	0.69
yellow	Chst1	0.69
yellow	Ano8	0.69
yellow	Scrn1	0.69
yellow	B930041F14Rik	0.69
yellow	Mboat2	0.69
yellow	Gltp	0.69
yellow	Grhpr	0.68
yellow	Sdhaf4	0.68
yellow	Dact2	0.68
yellow	Ifitm2	0.68
yellow	Olfm2	0.68
yellow	Lsm6	0.68
yellow	Nudt7	0.68
yellow	Tnfsf10	0.68
yellow	Chrna3	0.68
yellow	Pank1	0.68
yellow	Ptma	0.68
yellow	Gnb1	0.68
yellow	Sptssa	0.68
yellow	Lnpep	0.68
yellow	Prelid1	0.68
yellow	Arl2	0.68
yellow	Stmn1	0.68
yellow	Ncan	0.68
yellow	Gnaz	0.68
yellow	Rab3b	0.68
yellow	Ugt1a9	0.68
yellow	Apool	0.67
yellow	Rab3a	0.67
yellow	Prkar2b	0.67
yellow	Itpr3	0.67
yellow	Asah2	0.67
yellow	Gprc5c	0.67
yellow	Iqsec1	0.67
yellow	Ids	0.67
yellow	Tbc1d14	0.67
yellow	Glra1	0.67
yellow	Map7d1	0.67
yellow	Gusb	0.67
yellow	Kif19a	0.67
yellow	Gstm5	0.67
yellow	Nelfcd	0.67
yellow	Eml2	0.67
yellow	Gpc4	0.67
yellow	Nxt2	0.67
yellow	Gsn	0.67
yellow	Gm2762	0.67
yellow	Rxra	0.67
yellow	Tmem150c	0.67
yellow	Ldlrap1	0.67
yellow	Cks2	0.67
yellow	Pofut2	0.67
yellow	Tm4sf4	0.67
yellow	Sntb1	0.67
yellow	Trove2	0.67
yellow	2310067B10Rik	0.67
yellow	Gm5595	0.67
yellow	Apold1	0.67
yellow	Fam49b	0.67
yellow	2500002B13Rik	0.67
yellow	Eml1	0.67
yellow	Tm7sf3	0.67
yellow	Hist2h2ab	0.67
yellow	St3gal2	0.66
yellow	Sema4b	0.66
yellow	Scg2	0.66
yellow	Tctn2	0.66
yellow	Sspn	0.66
yellow	Cd47	0.66
yellow	Tbc1d16	0.66
yellow	Actb	0.66
yellow	Vamp3	0.66
yellow	Mgat5	0.66
yellow	Wbp2	0.66
yellow	Tmem180	0.66
yellow	Ppia	0.66
yellow	Snx25	0.66
yellow	Slc18b1	0.66
yellow	Celsr2	0.66
yellow	Adora1	0.65
yellow	Cenpv	0.65
yellow	Ppp2r1a	0.65
yellow	Eva1b	0.65
yellow	Cnot6	0.65
yellow	Angptl1	0.65
yellow	1810037I17Rik	0.65
yellow	Fam120aos	0.65
yellow	Ldoc1l	0.65
yellow	Dcbld1	0.65
yellow	Best3	0.65
yellow	Ctsz	0.65
yellow	Plod2	0.65
yellow	Scn3a	0.65
yellow	Lrrc42	0.65
yellow	Arpp19	0.65
yellow	Srsf9	0.65
yellow	Fut10	0.65
yellow	R3hdm4	0.65
yellow	Sema6b	0.65
yellow	Ckb	0.65
yellow	Tfrc	0.65
yellow	Bcam	0.65
yellow	Sall2	0.65
yellow	2310030G06Rik	0.65
yellow	Bmp7	0.65
yellow	Mknk2	0.65
yellow	Uqcr11	0.65
yellow	Zfp704	0.64
yellow	Ppp6r2	0.64
yellow	Alb	0.64
yellow	Adarb1	0.64
yellow	Mrs2	0.64
yellow	2010107E04Rik	0.64
yellow	Sat2	0.64
yellow	D17H6S56E-5	0.64
yellow	Enpp2	0.64
yellow	St6galnac3	0.64
yellow	Pcsk1n	0.64
yellow	Wfdc16	0.64
yellow	Nde1	0.64
yellow	Cnp	0.64
yellow	Prdm5	0.64
yellow	Cyfip1	0.64
yellow	Pbx2	0.64
yellow	Acot13	0.64
yellow	Scrt2	0.63
yellow	F11r	0.63
yellow	Akr1c13	0.63
yellow	Samd9l	0.63
yellow	Tnrc6b	0.63
yellow	Synpo	0.63
yellow	Ppme1	0.63
yellow	Frzb	0.63
yellow	Cetn4	0.63
yellow	Susd6	0.63
yellow	Cdk5r1	0.63
yellow	Syn1	0.63
yellow	Nsmf	0.63
yellow	Atp1b1	0.63
yellow	Ap2a1	0.63
yellow	Samd14	0.63
yellow	Kcnj12	0.63
yellow	Gbp7	0.63
yellow	Palm	0.63
yellow	Ddx6	0.62
yellow	Coro1c	0.62
yellow	Slc25a53	0.62
yellow	Park7	0.62
yellow	Efna5	0.62
yellow	Arpc1b	0.62
yellow	Ralgds	0.62
yellow	Fgf14	0.62
yellow	Ndufa1	0.62
yellow	Necab1	0.62
yellow	Atp6v1a	0.62
yellow	Lgals9	0.62
yellow	Tubb6	0.62
yellow	Pls3	0.62
yellow	Dennd5a	0.62
yellow	Sh3pxd2a	0.61
yellow	Nudt4	0.61
yellow	Stac2	0.61
yellow	Tmem63b	0.61
yellow	Llgl1	0.61
yellow	Arpc1a	0.61
yellow	Fam217b	0.61
yellow	Mkx	0.61
yellow	Samd1	0.61
yellow	Ctdspl	0.61
yellow	Nmnat2	0.61
yellow	Asph	0.61
yellow	Spock2	0.61
yellow	Cdk5	0.61
yellow	Fbxw7	0.61
yellow	Skida1	0.61
yellow	Fkbp8	0.61
yellow	Ptov1	0.61
yellow	Pcdhb8	0.61
yellow	Arpp21	0.61
yellow	Khdrbs1	0.61
yellow	Xpnpep1	0.60
yellow	Srl	0.60
yellow	Fbxl14	0.60
yellow	Ankrd50	0.60
yellow	Adi1	0.60
yellow	Lrrc24	0.60
yellow	Serinc5	0.60
yellow	Phf21b	0.60
yellow	Itm2a	0.60
yellow	Fam57b	0.60
yellow	Slc7a8	0.60
yellow	Fam46c	0.60
yellow	Ndufc1	0.60
yellow	Diras1	0.60
yellow	Cacng7	0.60
yellow	Nme3	0.60
yellow	Bcl7a	0.60
yellow	Eno1b	0.60
yellow	Hprt	0.60
yellow	Rtn4	0.60
yellow	Klhl2	0.60
yellow	Celsr1	0.60
yellow	Septin6	0.60
yellow	Uqcc2	0.60
yellow	Pdk3	0.60
yellow	Rab12	0.60
yellow	Crip1	0.59
yellow	Scp2	0.59
yellow	Suv420h2	0.59
yellow	Rab9b	0.59
yellow	Rnaseh2c	0.59
yellow	Klhl42	0.59
yellow	1700011H14Rik	0.59
yellow	Ctso	0.59
yellow	Hspb11	0.59
yellow	Klhl14	0.59
yellow	Sertad3	0.59
yellow	Uhmk1	0.59
yellow	Rara	0.59
yellow	Ptprz1	0.59
yellow	Cux1	0.59
yellow	Hipk2	0.59
yellow	Ppp2r5d	0.59
yellow	Gprasp2	0.59
yellow	Lpgat1	0.59
yellow	Galnt11	0.59
yellow	Tuba8	0.59
yellow	Qdpr	0.58
yellow	Gabarapl2	0.58
yellow	Slc25a13	0.58
yellow	Ccne2	0.58
yellow	Atp6v1e1	0.58
yellow	2210013O21Rik	0.58
yellow	Serhl	0.58
yellow	Esd	0.58
yellow	Actr2	0.58
yellow	Tns3	0.58
yellow	Anxa5	0.58
yellow	Atp5c1	0.58
yellow	Bace1	0.58
yellow	Uqcrfs1	0.58
yellow	Map3k9	0.58
yellow	Usp5	0.58
yellow	Cnpy4	0.58
yellow	Smarcd3	0.58
yellow	Nme4	0.57
yellow	Rom1	0.57
yellow	Nudcd3	0.57
yellow	Septin3	0.57
yellow	Dusp19	0.57
yellow	Atpif1	0.57
yellow	Mllt11	0.57
yellow	Atp5d	0.57
yellow	Pccb	0.57
yellow	Chgb	0.57
yellow	Marcksl1	0.57
yellow	Dhrs1	0.57
yellow	Nrxn1	0.57
yellow	Gm608	0.57
yellow	6720489N17Rik	0.57
yellow	Elovl2	0.57
yellow	Khdrbs3	0.57
yellow	Pcdhb7	0.57
yellow	Fcho2	0.56
yellow	Gpr146	0.56
yellow	Bcas3os2	0.56
yellow	Ddah2	0.56
yellow	0610011F06Rik	0.56
yellow	Nfasc	0.56
yellow	Rcn3	0.56
yellow	D430019H16Rik	0.56
yellow	Eno1	0.56
yellow	Tmem98	0.56
yellow	Ctps2	0.56
yellow	Txndc15	0.55
yellow	Reep3	0.55
yellow	Rps6ka1	0.55
yellow	D5Ertd579e	0.55
yellow	Galnt13	0.55
yellow	Klhl7	0.55
yellow	Clec1a	0.55
yellow	Dbi	0.55
yellow	Rasl10b	0.55
yellow	Prr12	0.55
yellow	Igfals	0.55
yellow	Asic1	0.55
yellow	Edil3	0.55
yellow	Atl3	0.55
yellow	4933431E20Rik	0.55
yellow	Scamp1	0.55
yellow	Limd1	0.55
yellow	Sod2	0.55
yellow	Mapk7	0.54
yellow	Fam222b	0.54
yellow	Tnfsf9	0.54
yellow	Tmem256	0.54
yellow	Nhsl2	0.54
yellow	Fut11	0.54
yellow	1190002F15Rik	0.54
yellow	Cda	0.54
yellow	Actg1	0.54
yellow	Tlr3	0.54
yellow	Aldh1b1	0.54
yellow	Tsen34	0.54
yellow	Aldh2	0.54
yellow	Tsc22d4	0.54
yellow	Ankrd13a	0.54
yellow	1700020I14Rik	0.54
yellow	Pdxk	0.54
yellow	Glo1	0.54
yellow	Hmox2	0.54
yellow	Tpst1	0.53
yellow	Tesc	0.53
