"gene"	"DMSO_0h"	"DMSO_1h"	"DMSO_24h"	"DMSO_2h"	"DMSO_6h"	"Tg_0h"	"Tg_1h"	"Tg_24h"	"Tg_2h"	"Tg_6h"
"1110008P14Rik"	4.20077914454365	4.31125558115838	4.45188534447072	4.1276560889115	4.17380915893611	4.20077914454365	4.48443281204044	4.45747826428853	4.12797460998948	3.89228243613637
"1110012L19Rik"	1.88541521411575	2.1682567861288	1.99961979814521	1.98382051596567	1.64698423826175	1.88541521411575	1.97932526990546	2.59705575922125	2.14047264427302	1.85846810277794
"1110017D15Rik"	1.08400266238683	1.18411117653833	0.620517852390369	0.910811829473017	0.488122023028802	1.08400266238683	0.812327483877171	0.272101373928761	1.24165714963465	1.50146520295921
"1110019D14Rik"	1.06422278662436	0.688485853739081	0.991791239665568	0.911043662520041	0.84753359920625	1.06422278662436	0.809726222580605	1.25093858218413	0.980686223389876	0.241981812324559
"1110020A21Rik"	1.52043328137269	1.17339484070669	1.29965424014523	-0.372433833532554	1.16784313387614	1.52043328137269	1.41036309717353	0.72117558813501	1.29963147716849	0.879740627179414
"1110028F11Rik"	-3.4549289562019	-3.56211878403106	-2.93391456125252	-2.67160078798005	-3.61423219810905	-3.4549289562019	-1.55361419324567	-2.92797201526285	-0.439941763607234	-1.08397732079223
"1110028F18Rik"	-3.32353572515699	-3.93097600210637	-2.86139450862187	-2.99348415299737	-3.6519174307512	-3.32353572515699	-1.63401041947885	-3.93097600210638	-0.735337278007031	-2.01740035657279
"1110032A03Rik"	4.19660784915227	4.04582155240858	4.10734374508856	3.99663605343481	4.0051669283746	4.19660784915227	3.92963884788024	4.37836612296311	3.83742691614729	4.12500423226595
"1110032F04Rik"	-1.29000702688729	-2.13940324360484	-3.05115754391673	-2.72098272109106	-3.18581111697539	-1.29000702688729	0.642548424151303	-2.30636266613029	0.335397211799477	-0.149465867159531
"1110034G24Rik"	1.95150675654332	1.95860652618615	1.68449732060397	0.117950297332101	2.10816291259195	1.95150675654332	1.89513007269134	1.90111452141331	2.15086127342864	1.73813603967561
"1110036E04Rik"	-3.93097600210637	-3.01149423353647	-3.76759302658047	-3.15540669877305	-3.77372542160328	-3.93097600210637	-2.59337006303472	-3.93097600210638	-1.60600236575302	-1.29253995797435
"1110037F02Rik"	7.07039756411668	7.05210953224358	7.11124741854678	6.85391132275227	7.10224617805279	7.07039756411668	6.99831547128232	7.13590353004966	6.91029743466544	7.05700954938319
"1110038B12Rik"	2.92335777567969	3.16304811804374	2.95625593515263	3.03103299103288	2.69481105023728	2.92335777567969	2.9061556446493	4.7714348178776	3.32379940725785	4.07356012965607
"1110038F14Rik"	3.18789844374277	3.14247321736973	3.41284835764723	3.20052910751379	3.34302401866931	3.18789844374277	3.29567238511761	3.95971711636503	3.17581674023613	3.34089208223397
"1110046J04Rik"	-1.38784229506152	-1.61336491718839	-1.12925142951293	-2.87256435847132	-1.02847206764313	-1.38784229506152	-0.595211091842391	-1.5510735644092	-0.595447301697241	-1.41263885730987
"1110051M20Rik"	5.01404480626286	5.06735038863465	5.14792613189829	5.11063022993362	5.05016092001148	5.01404480626286	5.11027136818969	5.10303673514701	4.96300050718286	4.77913375467187
"1110058D11Rik"	-3.93097600210637	-3.93097600210637	-3.93097600210638	-3.04164401580175	-3.65541994728202	-3.93097600210637	-2.41590137168205	-3.93097600210638	-2.58007524028006	-2.79994518690748
"1110059E24Rik"	4.45279438522711	4.3932882037988	4.44916096968754	4.55015265675094	4.41606646714078	4.45279438522711	4.26016236002138	4.66448697851774	4.22499598422194	4.34837014067756
"1110059G10Rik"	3.64752894438054	3.94193504631462	3.95043095703508	4.19836071338534	4.01626918440241	3.64752894438054	3.62915295994088	3.79289442381009	3.73726278462863	3.67726200863596
"1110065P20Rik"	3.82649876665285	3.89311081971138	4.08391181111676	4.01782696950385	3.81872592100063	3.82649876665285	3.99962575933007	4.39710748642427	3.76570155258384	4.14121090172355
"1190002F15Rik"	4.56819578953867	4.26739214609576	4.67835688193041	4.34485566650039	4.45377901405921	4.56819578953867	4.37988697484303	4.03718706606524	4.38391499771333	3.9628376989993
"1190002N15Rik"	6.40125246393012	6.34121211903904	6.45944536751412	6.21013070899051	6.41306562671567	6.40125246393012	6.35544158581111	6.37869654102403	6.26823701819636	6.38840926799433
"1190003K10Rik"	-3.93097600210637	-3.93097600210637	-3.64440053810448	-3.09516916911095	-3.93097600210637	-3.93097600210637	-2.63303398232782	-3.93097600210638	-1.40454813141896	-2.60109026299375
"1190005I06Rik"	-2.42907052707904	-2.84017181040104	-3.35928862764752	-2.90959246349103	-3.77148277861214	-2.42907052707904	-1.25749311048618	-3.13265262297178	-1.22153854375695	-2.71183861486502
"1190007I07Rik"	2.24744440489787	2.32163876910404	2.33973210239328	1.97864110834429	2.23055614150299	2.24744440489787	2.20231206328469	2.81198483035929	2.061581442137	2.47027079832348
"1200014J11Rik"	6.16113456289857	6.07145709582871	6.1949089567292	6.25309550564007	6.09730426389402	6.16113456289857	5.98021975064706	6.04980873120685	6.0827082465369	6.21297388299678
"1300002E11Rik"	4.76343195021277	4.6222041915626	4.62571015379774	4.84175537812988	4.65863361407016	4.76343195021277	4.28914452648745	4.57158131556238	4.35544078414174	4.25577610628215
"1300017J02Rik"	-3.12451382342031	-3.16178368505167	-3.23466435697646	-2.36845463081193	-2.9146787283165	-3.12451382342031	0.0675156770044552	-2.31237660609094	0.664400169694786	-0.391301603155866
"1500004A13Rik"	3.00601341589912	3.01701719832847	3.01449735162931	2.68060743931535	2.91724132708835	3.00601341589912	3.12462804139415	2.52107870741693	2.86503182500833	3.11054031745416
